LOP(亮度)	x	y
39	22	69
23	23	69
87	24	69
64	25	69
55	26	69
25	27	69
61	28	69
75	29	69
52	30	69
15	31	69
33	32	69
22	33	69
3	34	69
46	35	69
93	36	69
77	37	69
95	38	69
91	39	69
95	40	69
68	41	69
35	42	69
59	43	69
81	44	69
62	45	69
63	46	69
54	47	69
57	48	69
67	49	69
62	50	69
48	51	69
30	52	69
36	53	69
63	54	69
69	55	69
70	56	69
69	57	69
79	58	69
57	59	69
73	60	69
87	61	69
54	62	69
17	63	69
38	64	69
43	65	69
58	66	69
85	67	69
37	68	69
59	69	69
69	70	69
67	71	69
61	72	69
61	73	69
61	74	69
75	75	69
74	76	69
67	77	69
41	78	69
87	79	69
67	80	69
58	81	69
46	82	69
37	83	69
49	84	69
81	85	69
3	86	69
63	87	69
62	88	69
73	89	69
89	90	69
49	91	69
46	92	69
43	93	69
63	94	69
53	95	69
15	96	69
48	97	69
66	98	69
93	99	69
66	100	69
69	0	70
77	1	70
89	2	70
65	3	70
43	4	70
41	5	70
50	6	70
59	7	70
46	8	70
33	9	70
18	10	70
25	11	70
17	12	70
28	13	70
23	14	70
31	15	70
30	16	70
38	17	70
46	18	70
79	19	70
55	20	70
55	21	70
85	22	70
49	23	70
53	24	70
47	25	70
69	26	70
11	27	70
89	28	70
39	29	70
59	30	70
17	31	70
28	32	70
20	33	70
17	34	70
45	35	70
59	36	70
67	37	70
93	38	70
93	39	70
73	40	70
43	41	70
75	42	70
11	43	70
1	44	70
63	45	70
17	46	70
5	47	70
25	48	70
71	49	70
33	50	70
5	51	70
23	52	70
19	53	70
30	54	70
3	55	70
91	56	70
87	57	70
63	58	70
65	59	70
87	60	70
87	61	70
47	62	70
35	63	70
41	64	70
50	65	70
69	66	70
69	67	70
75	68	70
61	69	70
53	70	70
60	71	70
61	72	70
61	73	70
50	74	70
69	75	70
91	76	70
73	77	70
65	78	70
75	79	70
60	80	70
63	81	70
47	82	70
17	83	70
32	84	70
55	85	70
65	86	70
37	87	70
39	88	70
57	89	70
53	90	70
51	91	70
25	92	70
5	93	70
56	94	70
95	95	70
73	96	70
64	97	70
83	98	70
75	99	70
69	100	70
50	0	71
74	1	71
80	2	71
60	3	71
17	4	71
35	5	71
89	6	71
79	7	71
64	8	71
67	9	71
11	10	71
25	11	71
20	12	71
27	13	71
49	14	71
23	15	71
1	16	71
22	17	71
32	18	71
49	19	71
49	20	71
44	21	71
29	22	71
35	23	71
31	24	71
1	25	71
30	26	71
26	27	71
37	28	71
1	29	71
67	30	71
46	31	71
43	32	71
13	33	71
37	34	71
40	35	71
33	36	71
39	37	71
99	38	71
71	39	71
63	40	71
47	41	71
15	42	71
71	43	71
30	44	71
35	45	71
32	46	71
25	47	71
34	48	71
83	49	71
46	50	71
21	51	71
41	52	71
39	53	71
37	54	71
42	55	71
73	56	71
69	57	71
21	58	71
55	59	71
67	60	71
58	61	71
13	62	71
35	63	71
43	64	71
47	65	71
27	66	71
73	67	71
99	68	71
59	69	71
89	70	71
61	71	71
61	72	71
71	73	71
9	74	71
63	75	71
71	76	71
70	77	71
72	78	71
89	79	71
37	80	71
55	81	71
62	82	71
83	83	71
7	84	71
45	85	71
52	86	71
58	87	71
75	88	71
65	89	71
71	90	71
46	91	71
17	92	71
83	93	71
63	94	71
69	95	71
73	96	71
51	97	71
60	98	71
55	99	71
66	100	71
7	0	72
91	1	72
99	2	72
80	3	72
93	4	72
73	5	72
69	6	72
64	7	72
66	8	72
66	9	72
45	10	72
44	11	72
11	12	72
39	13	72
53	14	72
31	15	72
21	16	72
15	17	72
13	18	72
38	19	72
53	20	72
45	21	72
97	22	72
33	23	72
34	24	72
25	25	72
24	26	72
26	27	72
34	28	72
23	29	72
48	30	72
58	31	72
87	32	72
3	33	72
81	34	72
47	35	72
40	36	72
57	37	72
89	38	72
75	39	72
62	40	72
67	41	72
29	42	72
1	43	72
14	44	72
11	45	72
53	46	72
29	47	72
5	48	72
48	49	72
49	50	72
48	51	72
81	52	72
60	53	72
41	54	72
55	55	72
93	56	72
65	57	72
51	58	72
67	59	72
69	60	72
64	61	72
49	62	72
49	63	72
48	64	72
41	65	72
23	66	72
7	67	72
49	68	72
39	69	72
13	70	72
43	71	72
53	72	72
37	73	72
77	74	72
67	75	72
61	76	72
65	77	72
66	78	72
64	79	72
49	80	72
59	81	72
63	82	72
75	83	72
61	84	72
47	85	72
41	86	72
71	87	72
66	88	72
19	89	72
53	90	72
47	91	72
33	92	72
21	93	72
43	94	72
47	95	72
17	96	72
9	97	72
53	98	72
97	99	72
75	100	72
39	0	73
45	1	73
58	2	73
68	3	73
77	4	73
95	5	73
61	6	73
43	7	73
71	8	73
89	9	73
1	10	73
97	11	73
65	12	73
66	13	73
95	14	73
29	15	73
37	16	73
7	17	73
13	18	73
37	19	73
81	20	73
59	21	73
93	22	73
31	23	73
50	24	73
43	25	73
17	26	73
19	27	73
51	28	73
1	29	73
44	30	73
51	31	73
79	32	73
15	33	73
37	34	73
27	35	73
25	36	73
91	37	73
35	38	73
65	39	73
45	40	73
97	41	73
33	42	73
22	43	73
17	44	73
55	45	73
55	46	73
35	47	73
25	48	73
57	49	73
54	50	73
40	51	73
55	52	73
79	53	73
15	54	73
43	55	73
51	56	73
54	57	73
52	58	73
59	59	73
77	60	73
83	61	73
71	62	73
65	63	73
59	64	73
49	65	73
17	66	73
37	67	73
51	68	73
37	69	73
34	70	73
48	71	73
71	72	73
47	73	73
49	74	73
67	75	73
67	76	73
65	77	73
61	78	73
52	79	73
36	80	73
1	81	73
93	82	73
93	83	73
63	84	73
59	85	73
55	86	73
75	87	73
99	88	73
99	89	73
75	90	73
55	91	73
48	92	73
33	93	73
40	94	73
61	95	73
31	96	73
29	97	73
46	98	73
67	99	73
63	100	73
53	0	74
53	1	74
21	2	74
57	3	74
53	4	74
51	5	74
39	6	74
56	7	74
87	8	74
31	9	74
26	10	74
55	11	74
87	12	74
67	13	74
53	14	74
44	15	74
54	16	74
99	17	74
73	18	74
58	19	74
51	20	74
17	21	74
37	22	74
95	23	74
93	24	74
81	25	74
47	26	74
37	27	74
44	28	74
43	29	74
79	30	74
71	31	74
61	32	74
42	33	74
46	34	74
54	35	74
79	36	74
35	37	74
40	38	74
48	39	74
46	40	74
50	41	74
13	42	74
37	43	74
29	44	74
47	45	74
35	46	74
31	47	74
40	48	74
66	49	74
71	50	74
5	51	74
23	52	74
77	53	74
73	54	74
51	55	74
43	56	74
47	57	74
44	58	74
42	59	74
37	60	74
1	61	74
89	62	74
79	63	74
74	64	74
99	65	74
53	66	74
41	67	74
81	68	74
23	69	74
39	70	74
44	71	74
46	72	74
33	73	74
7	74	74
87	75	74
3	76	74
69	77	74
61	78	74
47	79	74
42	80	74
37	81	74
57	82	74
76	83	74
76	84	74
73	85	74
47	86	74
75	87	74
73	88	74
65	89	74
49	90	74
53	91	74
71	92	74
67	93	74
25	94	74
29	95	74
17	96	74
29	97	74
36	98	74
29	99	74
46	100	74
68	0	75
93	1	75
57	2	75
48	3	75
15	4	75
17	5	75
47	6	75
58	7	75
71	8	75
85	9	75
17	10	75
11	11	75
59	12	75
63	13	75
25	14	75
41	15	75
36	16	75
43	17	75
97	18	75
70	19	75
51	20	75
55	21	75
43	22	75
15	23	75
73	24	75
43	25	75
44	26	75
42	27	75
46	28	75
49	29	75
56	30	75
47	31	75
53	32	75
47	33	75
53	34	75
64	35	75
71	36	75
51	37	75
44	38	75
41	39	75
42	40	75
45	41	75
44	42	75
87	43	75
63	44	75
71	45	75
93	46	75
7	47	75
41	48	75
97	49	75
76	50	75
73	51	75
41	52	75
37	53	75
77	54	75
47	55	75
25	56	75
49	57	75
35	58	75
27	59	75
28	60	75
24	61	75
59	62	75
91	63	75
60	64	75
69	65	75
57	66	75
23	67	75
25	68	75
73	69	75
55	70	75
43	71	75
35	72	75
35	73	75
37	74	75
25	75	75
39	76	75
62	77	75
67	78	75
35	79	75
49	80	75
47	81	75
50	82	75
79	83	75
93	84	75
59	85	75
47	86	75
59	87	75
63	88	75
31	89	75
46	90	75
31	91	75
17	92	75
39	93	75
32	94	75
29	95	75
28	96	75
36	97	75
41	98	75
43	99	75
48	100	75
60	0	76
68	1	76
67	2	76
63	3	76
49	4	76
41	5	76
61	6	76
60	7	76
54	8	76
43	9	76
33	10	76
45	11	76
67	12	76
47	13	76
46	14	76
59	15	76
7	16	76
42	17	76
74	18	76
76	19	76
81	20	76
41	21	76
66	22	76
93	23	76
66	24	76
31	25	76
46	26	76
43	27	76
49	28	76
51	29	76
51	30	76
37	31	76
7	32	76
40	33	76
55	34	76
79	35	76
91	36	76
53	37	76
45	38	76
39	39	76
38	40	76
43	41	76
31	42	76
68	43	76
67	44	76
81	45	76
63	46	76
27	47	76
35	48	76
47	49	76
63	50	76
17	51	76
33	52	76
31	53	76
43	54	76
34	55	76
5	56	76
89	57	76
21	58	76
3	59	76
26	60	76
7	61	76
33	62	76
37	63	76
9	64	76
19	65	76
37	66	76
79	67	76
91	68	76
43	69	76
67	70	76
40	71	76
19	72	76
34	73	76
83	74	76
95	75	76
68	76	76
75	77	76
72	78	76
65	79	76
67	80	76
55	81	76
19	82	76
45	83	76
19	84	76
25	85	76
23	86	76
53	87	76
91	88	76
17	89	76
73	90	76
56	91	76
59	92	76
41	93	76
37	94	76
27	95	76
33	96	76
46	97	76
47	98	76
55	99	76
55	100	76
43	0	77
53	1	77
79	2	77
91	3	77
76	4	77
71	5	77
97	6	77
67	7	77
43	8	77
1	9	77
27	10	77
47	11	77
59	12	77
55	13	77
54	14	77
36	15	77
28	16	77
45	17	77
83	18	77
80	19	77
95	20	77
64	21	77
87	22	77
73	23	77
69	24	77
65	25	77
67	26	77
35	27	77
9	28	77
55	29	77
61	30	77
81	31	77
47	32	77
52	33	77
63	34	77
74	35	77
71	36	77
27	37	77
36	38	77
35	39	77
27	40	77
57	41	77
68	42	77
89	43	77
56	44	77
63	45	77
31	46	77
3	47	77
5	48	77
32	49	77
39	50	77
83	51	77
45	52	77
11	53	77
31	54	77
42	55	77
97	56	77
5	57	77
30	58	77
15	59	77
69	60	77
19	61	77
30	62	77
15	63	77
37	64	77
45	65	77
50	66	77
61	67	77
33	68	77
46	69	77
39	70	77
32	71	77
22	72	77
1	73	77
57	74	77
39	75	77
65	76	77
97	77	77
83	78	77
61	79	77
33	80	77
56	81	77
73	82	77
64	83	77
62	84	77
77	85	77
56	86	77
58	87	77
67	88	77
63	89	77
64	90	77
64	91	77
44	92	77
7	93	77
13	94	77
7	95	77
36	96	77
67	97	77
49	98	77
63	99	77
62	100	77
41	0	78
23	1	78
59	2	78
74	3	78
95	4	78
70	5	78
55	6	78
43	7	78
53	8	78
40	9	78
58	10	78
99	11	78
69	12	78
79	13	78
81	14	78
5	15	78
26	16	78
27	17	78
62	18	78
67	19	78
62	20	78
33	21	78
5	22	78
69	23	78
69	24	78
11	25	78
55	26	78
21	27	78
29	28	78
44	29	78
41	30	78
35	31	78
48	32	78
59	33	78
70	34	78
84	35	78
93	36	78
50	37	78
39	38	78
37	39	78
62	40	78
93	41	78
97	42	78
81	43	78
7	44	78
85	45	78
48	46	78
25	47	78
25	48	78
39	49	78
46	50	78
61	51	78
53	52	78
46	53	78
29	54	78
7	55	78
17	56	78
40	57	78
81	58	78
49	59	78
23	60	78
33	61	78
55	62	78
3	63	78
79	64	78
52	65	78
57	66	78
83	67	78
79	68	78
71	69	78
11	70	78
26	71	78
37	72	78
61	73	78
49	74	78
15	75	78
55	76	78
69	77	78
61	78	78
66	79	78
63	80	78
63	81	78
95	82	78
79	83	78
89	84	78
72	85	78
67	86	78
58	87	78
56	88	78
52	89	78
56	90	78
93	91	78
48	92	78
20	93	78
22	94	78
30	95	78
37	96	78
93	97	78
67	98	78
87	99	78
68	100	78
38	0	79
41	1	79
62	2	79
53	3	79
97	4	79
61	5	79
39	6	79
7	7	79
45	8	79
49	9	79
68	10	79
93	11	79
39	12	79
65	13	79
47	14	79
27	15	79
45	16	79
75	17	79
73	18	79
64	19	79
53	20	79
56	21	79
81	22	79
56	23	79
36	24	79
17	25	79
83	26	79
41	27	79
45	28	79
51	29	79
44	30	79
43	31	79
53	32	79
64	33	79
76	34	79
99	35	79
73	36	79
41	37	79
35	38	79
53	39	79
91	40	79
59	41	79
64	42	79
51	43	79
21	44	79
99	45	79
53	46	79
43	47	79
41	48	79
53	49	79
47	50	79
61	51	79
61	52	79
93	53	79
33	54	79
45	55	79
83	56	79
59	57	79
75	58	79
79	59	79
47	60	79
37	61	79
37	62	79
24	63	79
44	64	79
27	65	79
43	66	79
65	67	79
52	68	79
21	69	79
7	70	79
26	71	79
40	72	79
61	73	79
63	74	79
93	75	79
71	76	79
66	77	79
63	78	79
79	79	79
58	80	79
39	81	79
11	82	79
56	83	79
62	84	79
57	85	79
65	86	79
53	87	79
45	88	79
36	89	79
15	90	79
47	91	79
34	92	79
3	93	79
25	94	79
55	95	79
99	96	79
76	97	79
39	98	79
56	99	79
56	100	79
31	0	80
43	1	80
97	2	80
65	3	80
61	4	80
40	5	80
34	6	80
17	7	80
36	8	80
43	9	80
73	10	80
75	11	80
95	12	80
95	13	80
15	14	80
13	15	80
52	16	80
74	17	80
93	18	80
63	19	80
44	20	80
60	21	80
59	22	80
41	23	80
5	24	80
83	25	80
29	26	80
44	27	80
61	28	80
41	29	80
43	30	80
49	31	80
59	32	80
69	33	80
71	34	80
75	35	80
62	36	80
40	37	80
9	38	80
35	39	80
47	40	80
47	41	80
51	42	80
40	43	80
40	44	80
31	45	80
29	46	80
46	47	80
43	48	80
87	49	80
27	50	80
33	51	80
37	52	80
13	53	80
22	54	80
42	55	80
63	56	80
55	57	80
3	58	80
31	59	80
50	60	80
45	61	80
33	62	80
13	63	80
46	64	80
35	65	80
25	66	80
25	67	80
44	68	80
39	69	80
27	70	80
31	71	80
35	72	80
47	73	80
49	74	80
67	75	80
63	76	80
61	77	80
48	78	80
55	79	80
53	80	80
44	81	80
44	82	80
73	83	80
47	84	80
31	85	80
58	86	80
45	87	80
37	88	80
31	89	80
11	90	80
46	91	80
41	92	80
27	93	80
21	94	80
67	95	80
91	96	80
76	97	80
53	98	80
44	99	80
43	100	80
12	0	81
3	1	81
25	2	81
52	3	81
43	4	81
3	5	81
39	6	81
81	7	81
38	8	81
17	9	81
95	10	81
39	11	81
54	12	81
29	13	81
77	14	81
47	15	81
79	16	81
76	17	81
79	18	81
52	19	81
3	20	81
79	21	81
57	22	81
46	23	81
47	24	81
83	25	81
25	26	81
47	27	81
25	28	81
11	29	81
37	30	81
56	31	81
57	32	81
69	33	81
67	34	81
59	35	81
58	36	81
51	37	81
57	38	81
31	39	81
95	40	81
39	41	81
30	42	81
19	43	81
69	44	81
71	45	81
56	46	81
69	47	81
1	48	81
55	49	81
87	50	81
9	51	81
43	52	81
39	53	81
3	54	81
37	55	81
51	56	81
45	57	81
41	58	81
33	59	81
77	60	81
61	61	81
38	62	81
23	63	81
95	64	81
43	65	81
54	66	81
49	67	81
61	68	81
46	69	81
33	70	81
35	71	81
25	72	81
47	73	81
19	74	81
63	75	81
55	76	81
69	77	81
11	78	81
43	79	81
41	80	81
41	81	81
50	82	81
69	83	81
23	84	81
13	85	81
93	86	81
31	87	81
29	88	81
41	89	81
44	90	81
87	91	81
55	92	81
45	93	81
53	94	81
60	95	81
75	96	81
87	97	81
41	98	81
25	99	81
30	100	81
3	0	82
1	1	82
7	2	82
75	3	82
56	4	82
48	5	82
39	6	82
11	7	82
19	8	82
39	9	82
57	10	82
45	11	82
55	12	82
63	13	82
91	14	82
21	15	82
57	16	82
74	17	82
99	18	82
63	19	82
49	20	82
37	21	82
43	22	82
41	23	82
53	24	82
52	25	82
29	26	82
1	27	82
18	28	82
19	29	82
40	30	82
81	31	82
45	32	82
85	33	82
53	34	82
39	35	82
61	36	82
71	37	82
47	38	82
65	39	82
63	40	82
38	41	82
11	42	82
28	43	82
83	44	82
91	45	82
55	46	82
65	47	82
38	48	82
31	49	82
46	50	82
38	51	82
87	52	82
41	53	82
75	54	82
54	55	82
61	56	82
87	57	82
85	58	82
54	59	82
55	60	82
83	61	82
37	62	82
7	63	82
59	64	82
61	65	82
99	66	82
57	67	82
62	68	82
51	69	82
73	70	82
51	71	82
39	72	82
45	73	82
53	74	82
67	75	82
25	76	82
79	77	82
58	78	82
66	79	82
93	80	82
31	81	82
47	82	82
54	83	82
48	84	82
50	85	82
51	86	82
3	87	82
9	88	82
30	89	82
38	90	82
53	91	82
49	92	82
45	93	82
47	94	82
45	95	82
65	96	82
46	97	82
1	98	82
7	99	82
21	100	82
91	0	83
3	1	83
35	2	83
66	3	83
59	4	83
93	5	83
61	6	83
53	7	83
52	8	83
56	9	83
51	10	83
81	11	83
61	12	83
52	13	83
55	14	83
29	15	83
54	16	83
64	17	83
59	18	83
53	19	83
44	20	83
37	21	83
39	22	83
23	23	83
73	24	83
44	25	83
39	26	83
40	27	83
29	28	83
7	29	83
22	30	83
21	31	83
34	32	83
29	33	83
7	34	83
89	35	83
76	36	83
87	37	83
67	38	83
61	39	83
54	40	83
39	41	83
30	42	83
1	43	83
60	44	83
58	45	83
9	46	83
99	47	83
56	48	83
75	49	83
31	50	83
11	51	83
45	52	83
27	53	83
25	54	83
42	55	83
51	56	83
49	57	83
7	58	83
45	59	83
9	60	83
87	61	83
23	62	83
39	63	83
49	64	83
44	65	83
3	66	83
21	67	83
79	68	83
93	69	83
71	70	83
57	71	83
47	72	83
42	73	83
45	74	83
41	75	83
81	76	83
83	77	83
77	78	83
69	79	83
67	80	83
52	81	83
53	82	83
53	83	83
65	84	83
91	85	83
57	86	83
40	87	83
36	88	83
33	89	83
25	90	83
38	91	83
43	92	83
39	93	83
45	94	83
41	95	83
17	96	83
33	97	83
29	98	83
27	99	83
28	100	83
93	0	84
53	1	84
64	2	84
95	3	84
21	4	84
46	5	84
59	6	84
72	7	84
81	8	84
83	9	84
13	10	84
55	11	84
55	12	84
31	13	84
49	14	84
51	15	84
66	16	84
69	17	84
53	18	84
46	19	84
39	20	84
28	21	84
17	22	84
29	23	84
38	24	84
11	25	84
44	26	84
91	27	84
59	28	84
28	29	84
23	30	84
44	31	84
43	32	84
49	33	84
37	34	84
59	35	84
70	36	84
85	37	84
72	38	84
60	39	84
53	40	84
35	41	84
69	42	84
64	43	84
99	44	84
75	45	84
87	46	84
49	47	84
15	48	84
44	49	84
47	50	84
47	51	84
29	52	84
79	53	84
58	54	84
41	55	84
51	56	84
53	57	84
27	58	84
9	59	84
34	60	84
69	61	84
81	62	84
77	63	84
54	64	84
65	65	84
83	66	84
5	67	84
36	68	84
58	69	84
63	70	84
58	71	84
50	72	84
31	73	84
44	74	84
48	75	84
83	76	84
97	77	84
67	78	84
69	79	84
54	80	84
57	81	84
60	82	84
59	83	84
69	84	84
62	85	84
47	86	84
63	87	84
65	88	84
41	89	84
43	90	84
32	91	84
45	92	84
23	93	84
29	94	84
48	95	84
57	96	84
91	97	84
55	98	84
42	99	84
37	100	84
15	0	85
53	1	85
75	2	85
87	3	85
52	4	85
13	5	85
57	6	85
97	7	85
95	8	85
77	9	85
51	10	85
73	11	85
62	12	85
57	13	85
58	14	85
61	15	85
93	16	85
43	17	85
37	18	85
39	19	85
39	20	85
19	21	85
39	22	85
38	23	85
39	24	85
37	25	85
37	26	85
48	27	85
17	28	85
23	29	85
55	30	85
91	31	85
50	32	85
33	33	85
35	34	85
41	35	85
60	36	85
74	37	85
77	38	85
55	39	85
65	40	85
52	41	85
67	42	85
87	43	85
83	44	85
56	45	85
58	46	85
60	47	85
39	48	85
40	49	85
67	50	85
11	51	85
83	52	85
81	53	85
87	54	85
95	55	85
62	56	85
37	57	85
3	58	85
26	59	85
51	60	85
61	61	85
79	62	85
71	63	85
25	64	85
67	65	85
70	66	85
33	67	85
3	68	85
42	69	85
65	70	85
64	71	85
65	72	85
56	73	85
53	74	85
25	75	85
51	76	85
48	77	85
23	78	85
13	79	85
25	80	85
61	81	85
73	82	85
54	83	85
52	84	85
41	85	85
7	86	85
43	87	85
53	88	85
54	89	85
99	90	85
1	91	85
85	92	85
67	93	85
3	94	85
67	95	85
74	96	85
80	97	85
61	98	85
48	99	85
42	100	85
33	0	86
71	1	86
97	2	86
84	3	86
87	4	86
63	5	86
59	6	86
31	7	86
57	8	86
61	9	86
43	10	86
56	11	86
66	12	86
89	13	86
65	14	86
57	15	86
53	16	86
15	17	86
15	18	86
35	19	86
59	20	86
31	21	86
31	22	86
45	23	86
43	24	86
63	25	86
19	26	86
49	27	86
44	28	86
51	29	86
85	30	86
55	31	86
36	32	86
7	33	86
31	34	86
47	35	86
55	36	86
77	37	86
77	38	86
93	39	86
95	40	86
41	41	86
3	42	86
45	43	86
44	44	86
9	45	86
31	46	86
95	47	86
51	48	86
13	49	86
39	50	86
25	51	86
81	52	86
77	53	86
72	54	86
57	55	86
65	56	86
33	57	86
28	58	86
42	59	86
43	60	86
47	61	86
43	62	86
5	63	86
27	64	86
50	65	86
99	66	86
53	67	86
35	68	86
42	69	86
64	70	86
68	71	86
77	72	86
76	73	86
89	74	86
83	75	86
50	76	86
21	77	86
26	78	86
27	79	86
31	80	86
36	81	86
15	82	86
35	83	86
43	84	86
59	85	86
47	86	86
50	87	86
51	88	86
23	89	86
43	90	86
11	91	86
49	92	86
53	93	86
49	94	86
47	95	86
93	96	86
97	97	86
75	98	86
48	99	86
42	100	86
9	0	87
51	1	87
56	2	87
66	3	87
87	4	87
95	5	87
87	6	87
44	7	87
44	8	87
43	9	87
40	10	87
44	11	87
57	12	87
64	13	87
57	14	87
51	15	87
47	16	87
47	17	87
27	18	87
28	19	87
13	20	87
16	21	87
11	22	87
85	23	87
41	24	87
55	25	87
57	26	87
85	27	87
61	28	87
41	29	87
89	30	87
56	31	87
33	32	87
3	33	87
35	34	87
63	35	87
37	36	87
63	37	87
47	38	87
73	39	87
71	40	87
15	41	87
28	42	87
47	43	87
39	44	87
43	45	87
89	46	87
5	47	87
59	48	87
50	49	87
54	50	87
36	51	87
1	52	87
91	53	87
69	54	87
23	55	87
31	56	87
1	57	87
35	58	87
73	59	87
73	60	87
46	61	87
43	62	87
37	63	87
29	64	87
9	65	87
31	66	87
46	67	87
41	68	87
29	69	87
81	70	87
69	71	87
99	72	87
83	73	87
45	74	87
63	75	87
48	76	87
33	77	87
33	78	87
38	79	87
42	80	87
37	81	87
25	82	87
41	83	87
27	84	87
43	85	87
73	86	87
59	87	87
33	88	87
1	89	87
42	90	87
47	91	87
49	92	87
49	93	87
39	94	87
69	95	87
29	96	87
77	97	87
95	98	87
29	99	87
36	100	87
11	0	88
71	1	88
11	2	88
39	3	88
49	4	88
45	5	88
45	6	88
17	7	88
31	8	88
29	9	88
30	10	88
23	11	88
55	12	88
52	13	88
48	14	88
43	15	88
37	16	88
35	17	88
19	18	88
39	19	88
22	20	88
11	21	88
21	22	88
49	23	88
48	24	88
59	25	88
71	26	88
73	27	88
73	28	88
75	29	88
69	30	88
48	31	88
37	32	88
43	33	88
46	34	88
53	35	88
5	36	88
56	37	88
91	38	88
81	39	88
59	40	88
32	41	88
50	42	88
75	43	88
62	44	88
83	45	88
81	46	88
38	47	88
54	48	88
74	49	88
93	50	88
64	51	88
53	52	88
80	53	88
93	54	88
61	55	88
36	56	88
25	57	88
40	58	88
52	59	88
29	60	88
21	61	88
46	62	88
71	63	88
45	64	88
45	65	88
85	66	88
62	67	88
54	68	88
49	69	88
51	70	88
81	71	88
81	72	88
66	73	88
48	74	88
79	75	88
46	76	88
30	77	88
37	78	88
50	79	88
63	80	88
45	81	88
44	82	88
57	83	88
59	84	88
85	85	88
25	86	88
81	87	88
23	88	88
85	89	88
76	90	88
87	91	88
52	92	88
55	93	88
55	94	88
67	95	88
83	96	88
3	97	88
44	98	88
38	99	88
37	100	88
32	0	89
39	1	89
13	2	89
31	3	89
31	4	89
11	5	89
31	6	89
35	7	89
36	8	89
13	9	89
28	10	89
28	11	89
39	12	89
42	13	89
41	14	89
37	15	89
23	16	89
39	17	89
42	18	89
59	19	89
27	20	89
17	21	89
15	22	89
41	23	89
44	24	89
63	25	89
95	26	89
65	27	89
85	28	89
67	29	89
60	30	89
33	31	89
21	32	89
87	33	89
52	34	89
64	35	89
54	36	89
67	37	89
31	38	89
46	39	89
53	40	89
5	41	89
67	42	89
9	43	89
54	44	89
57	45	89
21	46	89
15	47	89
45	48	89
99	49	89
51	50	89
73	51	89
69	52	89
83	53	89
87	54	89
93	55	89
27	56	89
25	57	89
47	58	89
67	59	89
54	60	89
65	61	89
50	62	89
46	63	89
17	64	89
41	65	89
60	66	89
62	67	89
63	68	89
64	69	89
89	70	89
74	71	89
79	72	89
51	73	89
5	74	89
39	75	89
29	76	89
5	77	89
35	78	89
63	79	89
49	80	89
36	81	89
50	82	89
85	83	89
68	84	89
55	85	89
19	86	89
47	87	89
73	88	89
77	89	89
93	90	89
73	91	89
19	92	89
63	93	89
60	94	89
62	95	89
71	96	89
38	97	89
43	98	89
41	99	89
40	100	89
46	0	90
43	1	90
85	2	90
54	3	90
49	4	90
36	5	90
43	6	90
56	7	90
65	8	90
69	9	90
41	10	90
21	11	90
33	12	90
38	13	90
43	14	90
44	15	90
44	16	90
56	17	90
53	18	90
42	19	90
11	20	90
17	21	90
34	22	90
36	23	90
27	24	90
46	25	90
48	26	90
15	27	90
63	28	90
17	29	90
73	30	90
48	31	90
13	32	90
29	33	90
11	34	90
99	35	90
80	36	90
95	37	90
75	38	90
21	39	90
24	40	90
23	41	90
85	42	90
63	43	90
89	44	90
71	45	90
53	46	90
35	47	90
39	48	90
59	49	90
43	50	90
47	51	90
69	52	90
97	53	90
78	54	90
65	55	90
33	56	90
1	57	90
97	58	90
11	59	90
57	60	90
51	61	90
43	62	90
47	63	90
33	64	90
42	65	90
54	66	90
62	67	90
73	68	90
57	69	90
41	70	90
49	71	90
73	72	90
56	73	90
41	74	90
44	75	90
25	76	90
21	77	90
35	78	90
55	79	90
34	80	90
1	81	90
34	82	90
45	83	90
73	84	90
50	85	90
25	86	90
15	87	90
51	88	90
58	89	90
85	90	90
93	91	90
46	92	90
63	93	90
63	94	90
49	95	90
41	96	90
37	97	90
47	98	90
44	99	90
42	100	90
63	0	91
44	1	91
46	2	91
52	3	91
77	4	91
41	5	91
49	6	91
81	7	91
69	8	91
61	9	91
47	10	91
36	11	91
36	12	91
33	13	91
51	14	91
50	15	91
56	16	91
87	17	91
73	18	91
45	19	91
15	20	91
37	21	91
71	22	91
41	23	91
30	24	91
47	25	91
39	26	91
9	27	91
45	28	91
17	29	91
97	30	91
73	31	91
91	32	91
66	33	91
91	34	91
83	35	91
73	36	91
61	37	91
66	38	91
79	39	91
1	40	91
43	41	91
66	42	91
71	43	91
77	44	91
75	45	91
87	46	91
44	47	91
52	48	91
58	49	91
36	50	91
3	51	91
63	52	91
68	53	91
65	54	91
56	55	91
40	56	91
31	57	91
49	58	91
29	59	91
43	60	91
39	61	91
26	62	91
13	63	91
28	64	91
39	65	91
51	66	91
59	67	91
64	68	91
50	69	91
17	70	91
40	71	91
55	72	91
61	73	91
57	74	91
71	75	91
7	76	91
19	77	91
30	78	91
40	79	91
34	80	91
25	81	91
41	82	91
54	83	91
60	84	91
47	85	91
25	86	91
20	87	91
13	88	91
21	89	91
99	90	91
53	91	91
11	92	91
42	93	91
35	94	91
61	95	91
7	96	91
71	97	91
67	98	91
46	99	91
43	100	91
75	0	92
27	1	92
5	2	92
32	3	92
40	4	92
5	5	92
46	6	92
69	7	92
69	8	92
61	9	92
49	10	92
40	11	92
43	12	92
7	13	92
69	14	92
49	15	92
43	16	92
97	17	92
69	18	92
58	19	92
77	20	92
47	21	92
41	22	92
29	23	92
7	24	92
45	25	92
52	26	92
79	27	92
59	28	92
57	29	92
